21014012	5	1
21014013	7	1
21014014	1	0
21014015	1	0
21014016	3	0
21014017	14	3
21014018	85	17
21014019	19	2
21014020	6	1
21014021	9	0
21014022	2	0
21014023	2	0
21014024	3	0
21014025	1	0
21014026	20	2
21014027	3	1
21014028	3	1
21014029	8	3
21014030	4	0
21014031	2	0
21014032	6	1
21014033	2	0
21014034	6	0
21014035	1	0
21014036	3	0
21014037	8	0
21014038	3	1
21015001	2	2
21015002	0	0
21015003	2	2
21015004	2	2
21015005	9	6
21015006	16	15
21015007	0	0
21015008	1	1
21015009	17	16
21015010	0	0
21015011	0	0
21015012	0	0
21015013	1	1
21015014	3	3
21015015	4	4
21015016	22	20
21015017	0	0
21015018	0	0
21015019	1	0
21015020	20	15
21015021	3	2
21015022	0	0
21015023	26	21
21015024	1	1
21015025	10	9
21015026	1	1
21015027	0	0
21015028	3	3
21015029	0	0
21015030	8	6
21015031	1	1
21015032	19	17
21015033	2	2
21015034	8	7
21015035	1	1
21015036	3	1
21015037	1	1
21015038	0	0
21015039	4	3
21015040	0	0
21015041	0	0
21015042	7	6
21015043	1	1
21015044	1	1
21015045	4	3
21015046	0	0
21015047	7	5
21015048	1	1
21015049	1	1
21015050	3	0
21015051	4	4
21015052	1	1
21015053	22	19
21015054	2	2
21015055	0	0
21015056	2	2
21015057	1	1
21015058	1	1
21015059	26	19
21015060	1	1
21015061	4	4
21015062	4	4
21015063	6	3
21015064	0	0
21015065	3	3
21016001	1	0
21016002	1	0
21016003	1	1
21016004	2	0
21016005	0	0
21016006	0	0
21016007	4	2
21016008	3	2
21016009	2	0
21016010	30	17
21016011	1	0
21016012	0	0
21016013	0	0
21016014	3	2
21016015	1	1
21016016	1	0
21016017	3	1
21016018	0	0
21016019	1	0
21016020	0	0
21016021	3	2
21016022	1	0
21016023	2	1
21016024	0	0
21016025	2	0
21016026	4	2
21016027	0	0
21016028	1	1
21016029	3	0
21016030	2	0
21016031	3	1
21016032	3	2
21016033	0	0
21016034	0	0
21016035	0	0
21016036	5	0
21016037	0	0
21016038	3	0
21016039	1	0
21016040	5	0
21016041	0	0
21016042	5	1
21016043	0	0
21016044	1	0
21016045	4	3
21016046	0	0
21016047	0	0
21016048	2	2
21016049	2	2
21016050	2	0
21016051	12	3
21016052	2	1
21016053	1	0
21016054	0	0
21017001	1	0
21017002	9	0
21017003	1	0
21017004	1	0
21017005	1	0
21017006	0	0
21017007	0	0
21017008	0	0
21017009	0	0
21017010	0	0
21017011	1	0
21017012	1	0
21017013	4	0
21017014	1	0
21017015	0	0
21017016	3	0
21017017	4	0
21017018	1	0
21017019	0	0
21017020	1	0
21017021	0	0
21017022	2	0
21017023	2	0
21017024	0	0
21017025	17	0
21017026	6	0
21017027	9	0
21017028	5	0
21017029	11	0
21017030	17	0
21017031	22	0
21017032	0	0
21017033	0	0
21017034	0	0
21017035	1	0
21017036	6	0
21017037	0	0
21017038	4	0
21017039	11	0
21017040	2	0
21017041	4	0
21017042	7	0
21017043	4	0
21017044	6	0
21017045	1	0
21017046	2	0
21017047	26	0
21017048	2	0
21017049	6	0
21017050	8	0
21017051	2	0
21017052	6	0
21017053	1	0
21017054	0	0
21017055	10	0
21017056	12	0
21017057	4	0
21017058	1	0
21018001	2	0
21018002	0	0
21018003	1	0
21018004	3	0
21018005	1	0
21018006	1	0
21018007	24	16
21018008	3	1
21018009	12	9
21018010	13	5
